age,education,education-num,relationship,race,gender,capital-gain,hours-per-week,income
34, Some-college,10, Husband, White, Male,0,38,0
28, Some-college,10, Own-child, Black, Female,0,40,0
49, Some-college,10, Unmarried, White, Male,0,40,0
25, Some-college,10, Not-in-family, Other, Female,0,40,0
52, Bachelors,13, Wife, White, Female,0,40,1
24, HS-grad,9, Own-child, White, Male,0,40,0
39, HS-grad,9, Husband, Asian-Pac-Islander, Male,0,40,1
66, Doctorate,16, Not-in-family, White, Female,3273,40,0
26, HS-grad,9, Husband, White, Male,0,40,0
37, Assoc-acdm,12, Not-in-family, White, Female,0,48,0
44, HS-grad,9, Unmarried, Black, Female,0,38,0
37, 5th-6th,3, Other-relative, White, Female,0,40,0
36, Bachelors,13, Not-in-family, Black, Male,0,40,0
30, 10th,6, Other-relative, White, Male,0,18,0
37, 1st-4th,2, Husband, White, Male,0,53,0
63, HS-grad,9, Husband, Black, Male,0,40,0
53, HS-grad,9, Husband, White, Male,0,40,0
27, HS-grad,9, Own-child, White, Female,0,40,0
28, Some-college,10, Not-in-family, White, Male,0,50,0
17, 10th,6, Own-child, White, Female,0,20,0
57, Masters,14, Husband, White, Male,0,60,1
39, HS-grad,9, Unmarried, Black, Female,0,40,0
55, Some-college,10, Not-in-family, White, Male,0,62,1
26, Masters,14, Not-in-family, White, Female,0,40,0
29, Assoc-voc,11, Unmarried, White, Male,0,56,0
56, Masters,14, Husband, White, Male,0,35,1
20, Some-college,10, Own-child, White, Female,0,40,0
37, HS-grad,9, Husband, White, Male,0,40,0
41, Some-college,10, Husband, White, Male,0,48,1
67, HS-grad,9, Husband, White, Male,0,55,0
29, Some-college,10, Own-child, White, Female,0,40,0
39, HS-grad,9, Husband, White, Male,0,40,1
30, HS-grad,9, Not-in-family, White, Female,0,35,0
31, 10th,6, Not-in-family, White, Male,0,40,0
39, Masters,14, Husband, White, Male,0,40,0
45, Bachelors,13, Husband, White, Male,0,50,0
27, HS-grad,9, Husband, White, Male,0,40,0
51, HS-grad,9, Wife, White, Female,0,20,0
42, Some-college,10, Husband, White, Male,0,60,0
49, Bachelors,13, Other-relative, White, Female,0,35,0
26, Some-college,10, Own-child, White, Female,0,40,0
44, Some-college,10, Not-in-family, White, Male,0,50,0
44, Assoc-voc,11, Husband, White, Male,7688,40,1
22, Assoc-voc,11, Own-child, Asian-Pac-Islander, Male,0,20,0
32, Masters,14, Own-child, Black, Male,0,40,0
34, Assoc-voc,11, Husband, Black, Male,0,45,1
55, Some-college,10, Unmarried, White, Female,4650,20,0
52, Some-college,10, Husband, White, Male,0,50,0
36, Bachelors,13, Own-child, White, Male,0,50,0
29, HS-grad,9, Husband, White, Male,0,45,0
59, HS-grad,9, Not-in-family, White, Male,0,40,0
37, Assoc-voc,11, Husband, White, Male,0,40,0
35, Some-college,10, Husband, White, Male,2829,55,0
46, HS-grad,9, Husband, White, Male,0,40,0
39, Bachelors,13, Not-in-family, White, Male,0,50,0
53, Doctorate,16, Husband, White, Male,0,40,1
43, Some-college,10, Husband, White, Male,0,60,1
33, Some-college,10, Husband, White, Male,0,66,0
48, Some-college,10, Husband, White, Male,0,40,1
47, Some-college,10, Husband, White, Male,0,40,0
45, Prof-school,15, Not-in-family, White, Male,0,40,1
46, Bachelors,13, Not-in-family, White, Male,0,45,1
37, Prof-school,15, Husband, White, Male,0,50,1
47, Bachelors,13, Husband, White, Male,0,40,1
46, Bachelors,13, Husband, White, Male,0,40,1
28, HS-grad,9, Husband, White, Male,0,40,1
58, HS-grad,9, Husband, White, Male,15024,40,1
26, 9th,5, Husband, White, Male,0,40,0
52, HS-grad,9, Own-child, Black, Female,0,40,0
35, Bachelors,13, Not-in-family, White, Female,0,43,0
29, HS-grad,9, Not-in-family, White, Male,0,40,0
37, HS-grad,9, Husband, White, Male,0,40,0
45, Some-college,10, Husband, White, Male,0,56,1
64, HS-grad,9, Not-in-family, White, Female,0,40,0
34, Some-college,10, Husband, White, Male,0,50,0
48, Assoc-voc,11, Husband, White, Male,0,60,0
41, Bachelors,13, Unmarried, White, Female,0,30,0
35, HS-grad,9, Not-in-family, White, Female,0,40,0
45, Some-college,10, Own-child, White, Male,0,45,0
64, HS-grad,9, Husband, White, Male,0,40,0
21, HS-grad,9, Own-child, Black, Female,0,30,0
61, HS-grad,9, Husband, White, Male,0,55,1
33, 11th,7, Other-relative, White, Male,0,30,0
72, Some-college,10, Husband, White, Male,0,32,0
43, Some-college,10, Husband, White, Male,0,40,0
51, HS-grad,9, Not-in-family, Black, Male,0,40,0
48, Some-college,10, Unmarried, White, Female,0,43,0
42, HS-grad,9, Not-in-family, White, Female,0,40,0
34, Bachelors,13, Husband, White, Male,0,45,0
24, HS-grad,9, Own-child, Black, Female,0,20,0
39, HS-grad,9, Husband, White, Male,0,40,0
19, HS-grad,9, Own-child, White, Female,0,40,0
24, HS-grad,9, Own-child, White, Male,0,40,0
38, Assoc-acdm,12, Husband, White, Male,0,55,0
42, 10th,6, Husband, White, Male,0,35,0
57, Assoc-acdm,12, Unmarried, Amer-Indian-Eskimo, Male,0,40,0
19, HS-grad,9, Unmarried, Black, Female,0,20,0
52, Masters,14, Husband, White, Male,0,40,1
66, Bachelors,13, Husband, White, Male,0,6,0
32, HS-grad,9, Unmarried, White, Female,0,20,0
20, Some-college,10, Own-child, White, Male,0,16,0
42, Some-college,10, Not-in-family, White, Male,0,40,0
42, HS-grad,9, Wife, White, Female,7298,40,1
19, HS-grad,9, Own-child, White, Female,0,25,0
50, Assoc-voc,11, Husband, White, Male,0,40,0
44, HS-grad,9, Unmarried, White, Male,0,40,0
19, Some-college,10, Own-child, White, Male,0,25,0
61, HS-grad,9, Husband, White, Male,0,16,0
27, Some-college,10, Husband, White, Male,0,40,0
50, Masters,14, Husband, White, Male,99999,60,1
30, Some-college,10, Own-child, White, Male,0,40,0
19, Some-college,10, Not-in-family, White, Female,0,40,0
57, HS-grad,9, Husband, Other, Male,0,5,0
35, HS-grad,9, Not-in-family, White, Female,0,45,0
42, HS-grad,9, Unmarried, White, Female,0,40,0
48, Doctorate,16, Husband, Asian-Pac-Islander, Male,0,40,1
31, Some-college,10, Husband, White, Male,0,40,0
25, Some-college,10, Unmarried, Black, Male,0,40,0
33, 7th-8th,4, Not-in-family, White, Male,2176,35,0
47, Some-college,10, Unmarried, Black, Female,0,40,0
60, Some-college,10, Husband, White, Male,0,40,0
65, HS-grad,9, Unmarried, Black, Female,0,25,0
36, HS-grad,9, Husband, White, Male,0,52,1
58, Some-college,10, Husband, Black, Male,0,40,0
64, 7th-8th,4, Husband, White, Male,0,10,0
24, HS-grad,9, Own-child, White, Male,0,50,0
22, Some-college,10, Not-in-family, White, Male,0,40,0
41, Some-college,10, Husband, Black, Male,0,40,1
48, Bachelors,13, Husband, White, Male,0,70,1
21, 5th-6th,3, Husband, White, Male,0,40,0
70, 10th,6, Husband, White, Male,0,50,0
44, HS-grad,9, Not-in-family, White, Male,14344,40,1
70, Bachelors,13, Unmarried, White, Female,0,20,0
36, HS-grad,9, Husband, White, Male,0,41,0
27, Assoc-voc,11, Other-relative, White, Male,0,40,0
30, HS-grad,9, Own-child, White, Male,0,40,0
36, HS-grad,9, Not-in-family, White, Male,0,40,0
45, Some-college,10, Not-in-family, White, Female,0,40,0
26, Assoc-voc,11, Not-in-family, White, Female,0,40,0
44, Masters,14, Husband, White, Male,15024,40,1
20, Some-college,10, Own-child, White, Female,0,40,0
18, HS-grad,9, Own-child, White, Female,0,16,0
63, HS-grad,9, Husband, White, Male,0,4,0
36, Some-college,10, Husband, White, Male,7688,45,1
62, 7th-8th,4, Husband, White, Male,0,40,0
23, Bachelors,13, Not-in-family, White, Male,10520,40,1
41, 7th-8th,4, Husband, White, Male,0,60,0
28, Bachelors,13, Own-child, White, Female,0,45,0
44, Bachelors,13, Husband, White, Male,0,40,0
33, Assoc-voc,11, Not-in-family, White, Male,0,70,0
50, Prof-school,15, Husband, White, Male,0,45,1
46, HS-grad,9, Not-in-family, Black, Male,0,40,0
33, HS-grad,9, Not-in-family, White, Male,0,40,0
19, Some-college,10, Own-child, White, Female,0,35,0
22, 1st-4th,2, Not-in-family, White, Male,0,40,0
24, Bachelors,13, Own-child, White, Male,0,40,0
85, Bachelors,13, Husband, White, Male,0,3,0
58, Some-college,10, Not-in-family, White, Male,0,40,0
32, Some-college,10, Not-in-family, White, Male,0,40,0
19, Some-college,10, Own-child, White, Male,0,20,0
42, Bachelors,13, Wife, Asian-Pac-Islander, Female,0,40,1
52, HS-grad,9, Husband, White, Male,0,40,0
25, HS-grad,9, Husband, White, Male,0,84,0
24, HS-grad,9, Not-in-family, White, Male,0,40,0
23, Some-college,10, Husband, White, Male,0,40,0
32, Assoc-voc,11, Not-in-family, White, Male,0,40,0
35, Some-college,10, Husband, White, Male,0,45,0
39, Some-college,10, Husband, White, Male,3103,50,1
32, HS-grad,9, Husband, White, Male,0,40,0
46, 7th-8th,4, Own-child, White, Male,0,52,0
31, Some-college,10, Wife, Black, Female,0,40,0
21, Some-college,10, Own-child, White, Male,0,16,0
48, HS-grad,9, Husband, White, Male,0,40,0
67, HS-grad,9, Husband, White, Male,0,37,1
52, Assoc-voc,11, Husband, White, Male,0,48,1
39, Bachelors,13, Husband, White, Male,0,60,0
43, Assoc-acdm,12, Not-in-family, White, Male,0,40,0
55, HS-grad,9, Unmarried, Amer-Indian-Eskimo, Female,0,45,0
41, HS-grad,9, Not-in-family, White, Female,0,40,0
56, HS-grad,9, Husband, White, Male,0,40,1
39, Bachelors,13, Wife, White, Female,0,50,1
28, 11th,7, Own-child, White, Male,0,40,0
38, Bachelors,13, Other-relative, White, Female,0,45,0
47, Bachelors,13, Husband, White, Male,15024,50,1
17, 11th,7, Own-child, White, Male,0,16,0
28, 9th,5, Wife, White, Female,0,40,0
23, Some-college,10, Not-in-family, Asian-Pac-Islander, Female,0,35,0
30, Bachelors,13, Husband, White, Male,0,40,1
26, HS-grad,9, Husband, White, Male,0,38,0
63, Preschool,1, Husband, Other, Male,0,30,0
25, Some-college,10, Wife, Black, Female,0,40,0
46, Some-college,10, Not-in-family, White, Male,0,45,0
58, Bachelors,13, Not-in-family, White, Female,0,40,0
43, Some-college,10, Unmarried, Black, Female,0,38,0
19, Some-college,10, Own-child, White, Male,0,16,0
19, HS-grad,9, Own-child, White, Female,0,20,0
25, Some-college,10, Unmarried, Other, Male,0,40,0
35, Assoc-voc,11, Husband, White, Male,0,40,1
27, HS-grad,9, Husband, White, Male,2580,45,0
52, HS-grad,9, Unmarried, White, Female,0,38,0
28, Bachelors,13, Own-child, White, Female,0,40,0
39, Assoc-voc,11, Husband, White, Male,0,48,1
51, HS-grad,9, Not-in-family, Black, Male,0,40,0
19, HS-grad,9, Own-child, White, Male,0,30,0
24, HS-grad,9, Husband, White, Male,0,40,0
45, 9th,5, Husband, Asian-Pac-Islander, Male,0,40,0
31, Assoc-acdm,12, Not-in-family, White, Male,0,45,0
49, Some-college,10, Not-in-family, White, Male,0,45,1
55, Masters,14, Husband, White, Male,0,50,1
24, Some-college,10, Own-child, White, Male,0,40,0
27, Some-college,10, Own-child, White, Male,0,30,0
31, 7th-8th,4, Husband, White, Male,0,40,0
49, 10th,6, Not-in-family, Black, Male,0,40,0
54, HS-grad,9, Not-in-family, White, Male,0,35,0
21, HS-grad,9, Not-in-family, Black, Male,0,32,0
17, 12th,8, Own-child, White, Male,0,20,0
34, Masters,14, Unmarried, Black, Female,0,40,0
22, Some-college,10, Not-in-family, White, Female,0,35,0
41, Bachelors,13, Husband, White, Male,0,40,1
67, 7th-8th,4, Not-in-family, White, Female,0,35,0
20, Some-college,10, Own-child, White, Female,0,20,0
34, Masters,14, Wife, Asian-Pac-Islander, Female,0,40,1
39, Assoc-voc,11, Not-in-family, Asian-Pac-Islander, Male,0,40,0
47, Bachelors,13, Husband, White, Male,0,45,1
21, Some-college,10, Own-child, Black, Female,0,20,0
22, HS-grad,9, Own-child, White, Male,0,40,0
42, Masters,14, Not-in-family, White, Female,0,35,0
59, Some-college,10, Husband, White, Male,0,40,1
30, Some-college,10, Not-in-family, White, Female,0,40,0
61, Some-college,10, Husband, Black, Male,0,60,1
22, Some-college,10, Own-child, Black, Female,0,25,0
32, HS-grad,9, Own-child, White, Male,0,40,0
18, HS-grad,9, Own-child, White, Male,0,20,0
25, HS-grad,9, Not-in-family, White, Male,0,40,0
31, HS-grad,9, Unmarried, White, Female,0,40,0
38, HS-grad,9, Unmarried, White, Female,0,40,0
34, Some-college,10, Not-in-family, White, Male,0,50,0
50, HS-grad,9, Wife, White, Female,3137,40,0
28, HS-grad,9, Own-child, White, Male,0,45,0
60, Assoc-acdm,12, Husband, White, Male,0,30,0
31, 12th,8, Unmarried, Black, Male,0,40,0
67, HS-grad,9, Own-child, White, Male,0,20,0
22, HS-grad,9, Unmarried, White, Female,0,40,0
30, Assoc-acdm,12, Husband, White, Male,5013,45,0
26, Masters,14, Own-child, White, Female,0,40,0
23, Assoc-acdm,12, Own-child, White, Female,0,65,0
35, Masters,14, Husband, White, Male,0,40,0
28, Assoc-voc,11, Husband, White, Male,2407,40,0
54, Masters,14, Husband, White, Male,7688,40,1
28, 11th,7, Unmarried, White, Female,0,40,0
33, HS-grad,9, Not-in-family, White, Male,0,50,0
28, HS-grad,9, Own-child, White, Male,0,40,0
24, Some-college,10, Wife, White, Female,7298,48,1
47, Assoc-voc,11, Unmarried, White, Female,0,44,0
62, HS-grad,9, Husband, White, Male,0,18,0
22, 5th-6th,3, Other-relative, White, Male,0,40,0
61, Some-college,10, Husband, White, Male,0,45,1
49, Assoc-voc,11, Other-relative, Black, Male,0,40,0
53, Masters,14, Husband, White, Male,3103,40,1
33, Masters,14, Husband, White, Male,7298,60,1
55, HS-grad,9, Not-in-family, White, Male,0,40,0
48, Bachelors,13, Unmarried, White, Female,0,70,1
57, Some-college,10, Not-in-family, White, Female,0,40,0
29, HS-grad,9, Husband, White, Male,0,40,0
37, Some-college,10, Husband, Black, Male,0,50,0
26, Some-college,10, Own-child, White, Female,0,40,0
53, HS-grad,9, Not-in-family, White, Female,0,40,0
41, HS-grad,9, Not-in-family, White, Male,3325,50,0
52, Assoc-acdm,12, Husband, White, Male,0,40,1
30, Bachelors,13, Not-in-family, White, Male,0,42,0
19, Some-college,10, Own-child, White, Female,0,40,0
38, Some-college,10, Unmarried, Black, Female,0,45,0
23, 7th-8th,4, Own-child, White, Male,0,40,0
38, Masters,14, Husband, White, Male,0,45,1
30, Preschool,1, Not-in-family, White, Male,0,40,0
61, HS-grad,9, Husband, White, Male,0,40,0
41, 1st-4th,2, Husband, White, Male,0,40,0
50, HS-grad,9, Husband, White, Male,0,40,0
60, Some-college,10, Husband, White, Male,7298,40,1
25, Some-college,10, Own-child, White, Female,0,40,0
54, 7th-8th,4, Not-in-family, White, Male,0,40,0
20, Assoc-voc,11, Own-child, White, Female,0,35,0
29, Some-college,10, Own-child, White, Female,0,36,0
36, HS-grad,9, Husband, Black, Male,0,50,1
36, Some-college,10, Not-in-family, Black, Female,0,36,0
65, HS-grad,9, Unmarried, White, Female,0,40,0
60, Some-college,10, Husband, White, Male,0,40,0
17, 12th,8, Own-child, White, Female,0,16,0
54, HS-grad,9, Unmarried, White, Female,0,32,0
43, Masters,14, Unmarried, White, Male,4934,40,1
44, Bachelors,13, Husband, White, Male,0,50,1
25, 10th,6, Unmarried, Amer-Indian-Eskimo, Male,0,40,0
31, Some-college,10, Wife, White, Female,0,40,1
20, Some-college,10, Own-child, White, Female,0,30,0
48, Masters,14, Not-in-family, White, Male,0,60,0
40, Assoc-acdm,12, Unmarried, White, Female,0,32,0
38, Some-college,10, Not-in-family, Asian-Pac-Islander, Male,0,60,0
33, Bachelors,13, Wife, White, Female,0,40,0
47, Masters,14, Not-in-family, White, Female,0,25,0
33, HS-grad,9, Wife, White, Female,0,20,0
59, Masters,14, Husband, White, Male,0,55,0
72, 11th,7, Not-in-family, Black, Female,0,35,0
38, Masters,14, Not-in-family, White, Male,0,40,1
36, Masters,14, Not-in-family, White, Female,0,40,0
68, Masters,14, Not-in-family, White, Female,6360,20,0
40, Bachelors,13, Not-in-family, White, Male,0,50,1
19, Assoc-acdm,12, Not-in-family, White, Female,0,50,0
58, Bachelors,13, Husband, White, Male,0,35,1
61, Bachelors,13, Not-in-family, White, Female,0,40,0
32, HS-grad,9, Not-in-family, White, Male,0,40,0
65, HS-grad,9, Husband, White, Male,0,8,0
17, 11th,7, Own-child, White, Female,0,20,0
49, Some-college,10, Not-in-family, White, Female,0,45,1
47, Assoc-acdm,12, Not-in-family, Black, Male,0,40,0
43, Assoc-voc,11, Not-in-family, White, Female,0,36,0
26, HS-grad,9, Unmarried, Black, Female,0,40,0
55, HS-grad,9, Husband, White, Male,0,60,0
22, HS-grad,9, Not-in-family, White, Male,0,45,0
61, 11th,7, Not-in-family, White, Female,0,30,0
43, HS-grad,9, Not-in-family, White, Male,0,60,0
22, Some-college,10, Own-child, White, Female,0,35,0
48, Assoc-voc,11, Husband, White, Male,0,50,1
29, Some-college,10, Not-in-family, White, Female,0,40,0
34, Bachelors,13, Husband, Asian-Pac-Islander, Male,0,60,0
31, Some-college,10, Husband, White, Male,0,40,0
42, HS-grad,9, Unmarried, White, Female,0,40,0
56, 10th,6, Not-in-family, White, Female,0,40,0
45, Some-college,10, Not-in-family, White, Male,0,41,0
26, Bachelors,13, Not-in-family, White, Male,0,10,0
48, HS-grad,9, Unmarried, White, Female,0,30,0
24, Bachelors,13, Husband, White, Male,0,45,0
28, HS-grad,9, Husband, White, Male,0,50,0
43, Some-college,10, Husband, White, Male,0,50,1
39, Bachelors,13, Not-in-family, White, Male,0,40,0
53, HS-grad,9, Husband, White, Male,0,40,0
59, Some-college,10, Husband, White, Male,0,50,1
18, 7th-8th,4, Own-child, White, Male,0,40,0
47, HS-grad,9, Husband, White, Male,0,40,0
70, Some-college,10, Husband, White, Male,0,40,1
31, Assoc-acdm,12, Husband, White, Male,0,40,0
29, HS-grad,9, Not-in-family, White, Male,0,16,0
44, Some-college,10, Not-in-family, White, Male,0,35,0
50, Some-college,10, Wife, White, Female,0,30,0
46, Masters,14, Not-in-family, White, Female,0,45,0
33, 12th,8, Husband, White, Male,0,40,0
41, Prof-school,15, Wife, White, Female,0,40,1
31, Some-college,10, Unmarried, Black, Female,0,40,0
54, Some-college,10, Husband, White, Male,0,50,1
40, Assoc-voc,11, Husband, White, Male,0,50,0
54, 11th,7, Wife, White, Female,0,43,0
41, HS-grad,9, Unmarried, White, Female,0,52,0
56, Some-college,10, Husband, White, Male,0,50,1
63, 7th-8th,4, Husband, White, Male,0,55,0
47, 10th,6, Husband, White, Male,0,65,0
24, HS-grad,9, Not-in-family, White, Male,0,40,0
46, Masters,14, Husband, White, Male,0,55,1
42, HS-grad,9, Unmarried, Black, Female,0,40,0
28, Bachelors,13, Not-in-family, White, Female,0,40,0
18, 11th,7, Own-child, White, Female,0,20,0
39, 12th,8, Not-in-family, Black, Male,0,45,0
49, Bachelors,13, Unmarried, Black, Female,0,40,0
41, Some-college,10, Not-in-family, Black, Male,0,45,0
33, HS-grad,9, Not-in-family, White, Male,0,40,0
51, HS-grad,9, Husband, White, Male,0,20,0
37, Some-college,10, Wife, White, Female,0,45,1
59, 10th,6, Unmarried, White, Female,0,50,1
44, Some-college,10, Unmarried, White, Female,0,40,0
35, Masters,14, Husband, Black, Male,7298,40,1
39, Some-college,10, Not-in-family, Asian-Pac-Islander, Male,0,30,0
70, HS-grad,9, Not-in-family, White, Female,2993,20,0
49, HS-grad,9, Husband, White, Male,0,40,1
66, Masters,14, Husband, White, Male,2936,20,0
42, HS-grad,9, Not-in-family, White, Female,0,40,0
53, 11th,7, Husband, Black, Male,0,40,0
28, HS-grad,9, Not-in-family, White, Male,0,40,0
51, Some-college,10, Unmarried, White, Female,0,40,0
30, HS-grad,9, Own-child, Asian-Pac-Islander, Male,3411,40,0
54, Some-college,10, Husband, White, Male,7298,50,1
19, Some-college,10, Own-child, White, Male,0,20,0
40, Bachelors,13, Husband, White, Male,0,40,1
64, 7th-8th,4, Not-in-family, White, Female,0,40,0
30, HS-grad,9, Husband, White, Male,0,62,0
26, Some-college,10, Not-in-family, White, Female,0,40,0
17, 11th,7, Own-child, White, Male,0,40,0
36, 9th,5, Husband, White, Male,0,35,0
40, Masters,14, Husband, White, Male,0,46,1
41, Prof-school,15, Husband, White, Male,0,80,1
44, Some-college,10, Husband, White, Male,0,40,0
48, Bachelors,13, Husband, White, Male,0,40,0
80, HS-grad,9, Not-in-family, White, Male,0,24,0
32, HS-grad,9, Husband, White, Male,0,30,0
33, 11th,7, Own-child, White, Male,0,53,0
61, HS-grad,9, Not-in-family, White, Female,0,40,0
46, Bachelors,13, Husband, White, Male,0,50,0
22, HS-grad,9, Husband, White, Male,0,40,0
42, Bachelors,13, Not-in-family, White, Male,0,40,0
51, HS-grad,9, Husband, White, Male,0,40,0
26, HS-grad,9, Own-child, Black, Male,0,40,0
60, Bachelors,13, Husband, White, Male,0,46,1
39, HS-grad,9, Husband, White, Male,0,40,0
59, HS-grad,9, Husband, White, Male,0,40,0
36, HS-grad,9, Not-in-family, White, Female,0,40,0
24, Bachelors,13, Not-in-family, Black, Male,0,40,0
30, 11th,7, Own-child, White, Male,0,49,0
63, 11th,7, Husband, White, Male,4386,37,1
65, 11th,7, Husband, White, Male,1797,40,0
54, Masters,14, Husband, White, Male,0,40,0
35, Prof-school,15, Husband, White, Male,0,75,1
58, 12th,8, Not-in-family, White, Female,0,52,0
36, HS-grad,9, Husband, White, Male,0,40,0
65, HS-grad,9, Husband, White, Male,0,20,0
25, Bachelors,13, Own-child, White, Male,0,25,0
39, Some-college,10, Husband, White, Male,0,45,1
37, Masters,14, Husband, White, Male,0,45,1
62, HS-grad,9, Unmarried, Black, Female,0,40,0
53, Assoc-acdm,12, Husband, White, Male,0,40,0
65, HS-grad,9, Husband, White, Male,0,59,1
75, 5th-6th,3, Unmarried, Black, Male,0,10,0
27, Some-college,10, Husband, White, Male,3103,50,1
41, HS-grad,9, Own-child, White, Male,0,40,0
36, HS-grad,9, Husband, White, Male,0,40,1
39, 9th,5, Husband, White, Male,0,40,0
27, Bachelors,13, Not-in-family, White, Male,0,12,0
20, Some-college,10, Husband, White, Male,0,40,0
21, HS-grad,9, Own-child, Black, Male,0,40,0
22, 10th,6, Not-in-family, White, Female,0,25,0
47, HS-grad,9, Husband, White, Male,0,48,0
43, 11th,7, Husband, White, Male,0,60,0
26, HS-grad,9, Husband, White, Male,0,60,0
43, Some-college,10, Unmarried, White, Female,0,40,0
59, HS-grad,9, Husband, White, Male,0,70,0
18, 11th,7, Own-child, Black, Male,0,23,0
67, 7th-8th,4, Husband, White, Male,0,40,0
48, Some-college,10, Own-child, White, Male,2176,40,0
49, HS-grad,9, Husband, White, Male,0,40,1
27, 5th-6th,3, Own-child, White, Male,0,40,0
44, Masters,14, Husband, White, Male,5178,40,1
66, 7th-8th,4, Not-in-family, White, Male,0,40,0
22, Some-college,10, Own-child, Black, Female,0,40,0
60, Some-college,10, Husband, White, Male,15024,40,1
44, HS-grad,9, Husband, Black, Male,0,30,0
42, 10th,6, Husband, White, Male,0,45,0
20, Some-college,10, Own-child, White, Male,0,40,0
43, Some-college,10, Husband, White, Male,0,40,0
36, Assoc-acdm,12, Husband, White, Male,0,60,1
21, Some-college,10, Not-in-family, White, Female,0,27,0
46, Some-college,10, Unmarried, White, Female,0,40,0
31, 9th,5, Own-child, White, Male,0,40,0
52, 11th,7, Not-in-family, White, Male,0,40,0
50, Some-college,10, Husband, White, Male,0,45,1
33, HS-grad,9, Not-in-family, White, Male,0,40,0
49, HS-grad,9, Husband, White, Male,0,44,0
53, Some-college,10, Not-in-family, White, Female,0,40,0
25, 12th,8, Own-child, White, Male,0,40,0
35, Some-college,10, Not-in-family, White, Male,0,40,0
44, Masters,14, Husband, White, Male,0,42,1
50, HS-grad,9, Husband, White, Male,0,55,1
42, Masters,14, Husband, White, Male,15024,50,1
43, Bachelors,13, Husband, White, Male,0,40,1
38, Some-college,10, Unmarried, White, Female,0,40,0
26, HS-grad,9, Not-in-family, White, Male,0,40,0
29, 9th,5, Not-in-family, White, Female,0,48,0
35, Bachelors,13, Wife, White, Female,0,24,0
47, Some-college,10, Husband, White, Male,0,50,0
61, 7th-8th,4, Not-in-family, Black, Female,0,21,0
37, HS-grad,9, Unmarried, White, Male,0,50,0
37, HS-grad,9, Unmarried, Black, Female,0,40,0
45, HS-grad,9, Not-in-family, White, Male,0,40,0
32, Bachelors,13, Husband, White, Male,0,50,0
26, 12th,8, Unmarried, Black, Male,0,40,0
31, Bachelors,13, Husband, White, Male,0,40,0
18, 11th,7, Own-child, White, Male,0,5,0
44, HS-grad,9, Wife, White, Female,0,40,1
23, HS-grad,9, Not-in-family, White, Male,0,40,0
46, Some-college,10, Unmarried, White, Male,0,40,0
47, HS-grad,9, Husband, White, Male,0,40,0
30, HS-grad,9, Husband, White, Male,0,40,1
45, HS-grad,9, Not-in-family, White, Male,0,40,0
47, Bachelors,13, Husband, Asian-Pac-Islander, Male,0,40,0
31, Bachelors,13, Not-in-family, White, Male,0,38,0
33, HS-grad,9, Wife, White, Female,0,20,1
23, HS-grad,9, Own-child, Asian-Pac-Islander, Male,0,40,0
43, Some-college,10, Other-relative, White, Male,2174,40,0
33, HS-grad,9, Husband, White, Male,0,40,0
25, HS-grad,9, Husband, White, Male,0,40,0
48, HS-grad,9, Husband, White, Male,0,35,1
36, Bachelors,13, Own-child, White, Female,0,40,0
25, Some-college,10, Wife, White, Female,0,19,0
43, 12th,8, Husband, White, Male,0,40,0
37, 9th,5, Own-child, White, Male,0,35,0
61, HS-grad,9, Husband, White, Male,0,60,0
59, HS-grad,9, Husband, White, Male,0,30,0
59, Masters,14, Husband, White, Male,0,40,1
60, 5th-6th,3, Husband, White, Male,0,30,1
39, HS-grad,9, Own-child, White, Male,0,40,0
19, HS-grad,9, Not-in-family, White, Female,0,30,0
42, Masters,14, Not-in-family, White, Female,14084,50,1
58, Bachelors,13, Wife, White, Female,0,40,1
23, Bachelors,13, Own-child, White, Female,0,60,0
25, HS-grad,9, Wife, White, Female,0,40,0
25, 7th-8th,4, Unmarried, White, Male,0,40,0
26, Bachelors,13, Own-child, White, Male,0,40,0
56, 1st-4th,2, Not-in-family, Amer-Indian-Eskimo, Male,0,65,0
67, HS-grad,9, Unmarried, White, Male,0,38,1
23, Bachelors,13, Not-in-family, Amer-Indian-Eskimo, Male,0,40,0
43, Some-college,10, Husband, White, Male,7688,40,1
38, Bachelors,13, Husband, White, Male,0,35,0
30, Assoc-acdm,12, Other-relative, Asian-Pac-Islander, Male,0,40,0
65, HS-grad,9, Not-in-family, White, Female,0,40,0
82, Some-college,10, Not-in-family, Amer-Indian-Eskimo, Male,0,3,0
24, 7th-8th,4, Own-child, White, Male,0,60,0
23, 11th,7, Own-child, White, Male,0,50,0
53, Some-college,10, Unmarried, White, Female,0,30,0
29, Bachelors,13, Not-in-family, White, Male,0,40,0
43, Bachelors,13, Own-child, White, Male,0,40,0
35, HS-grad,9, Not-in-family, White, Female,0,60,1
27, Assoc-acdm,12, Not-in-family, White, Male,0,40,0
21, Some-college,10, Own-child, White, Female,0,24,0
57, Bachelors,13, Husband, White, Male,0,50,1
43, Some-college,10, Husband, White, Male,0,40,0
30, Bachelors,13, Own-child, White, Female,0,37,0
24, HS-grad,9, Own-child, White, Male,0,40,0
46, Bachelors,13, Unmarried, White, Male,0,40,0
49, Some-college,10, Husband, White, Male,0,40,1
26, Some-college,10, Husband, White, Male,0,78,0
44, Assoc-voc,11, Not-in-family, White, Male,0,40,0
41, Masters,14, Husband, White, Male,0,40,0
24, Some-college,10, Not-in-family, Black, Female,0,20,0
