age,education,education-num,relationship,race,gender,capital-gain,hours-per-week,income
50, HS-grad,9, Husband, White, Male,0,40,1
63, 7th-8th,4, Not-in-family, White, Female,0,40,0
28, Bachelors,13, Husband, White, Male,0,40,0
38, Some-college,10, Unmarried, Black, Female,0,40,0
52, HS-grad,9, Not-in-family, White, Female,0,38,0
38, Prof-school,15, Husband, Asian-Pac-Islander, Male,0,40,1
41, HS-grad,9, Not-in-family, White, Male,2174,40,0
50, Masters,14, Not-in-family, White, Male,0,38,0
59, 11th,7, Husband, White, Male,0,40,0
32, HS-grad,9, Husband, White, Male,0,49,0
73, 7th-8th,4, Husband, White, Male,2228,10,0
52, HS-grad,9, Unmarried, White, Male,0,38,0
57, HS-grad,9, Husband, White, Male,0,60,0
35, Assoc-voc,11, Husband, White, Male,7298,50,1
51, Bachelors,13, Husband, White, Male,0,56,1
22, 11th,7, Own-child, Black, Female,0,35,0
49, HS-grad,9, Husband, White, Male,0,40,1
22, HS-grad,9, Own-child, Black, Male,0,40,0
46, HS-grad,9, Husband, White, Male,0,40,0
48, HS-grad,9, Unmarried, White, Female,0,40,0
52, HS-grad,9, Husband, White, Male,0,40,0
43, Bachelors,13, Husband, White, Male,0,50,1
25, 7th-8th,4, Husband, White, Male,0,40,0
31, 7th-8th,4, Not-in-family, White, Male,0,40,0
19, Some-college,10, Own-child, White, Male,0,36,0
19, Some-college,10, Own-child, White, Male,0,45,0
51, HS-grad,9, Husband, White, Male,0,84,1
51, Bachelors,13, Unmarried, White, Male,0,40,1
22, HS-grad,9, Unmarried, White, Female,99999,40,1
37, HS-grad,9, Unmarried, Black, Female,0,35,0
19, Some-college,10, Own-child, White, Female,0,30,0
45, HS-grad,9, Unmarried, White, Female,0,55,0
21, Some-college,10, Own-child, White, Male,0,10,0
52, HS-grad,9, Not-in-family, White, Female,0,40,0
46, Some-college,10, Husband, White, Male,0,24,0
42, Masters,14, Not-in-family, White, Female,0,38,0
56, HS-grad,9, Not-in-family, White, Male,0,40,0
23, HS-grad,9, Not-in-family, White, Female,0,40,0
58, Masters,14, Husband, White, Male,0,40,0
70, HS-grad,9, Husband, White, Male,0,30,0
30, Some-college,10, Unmarried, White, Male,0,40,0
45, Bachelors,13, Husband, Asian-Pac-Islander, Male,0,40,0
23, Some-college,10, Not-in-family, White, Male,0,44,0
34, Some-college,10, Husband, White, Male,0,40,0
38, Bachelors,13, Wife, White, Female,0,40,0
24, Assoc-voc,11, Husband, White, Male,0,40,0
53, 7th-8th,4, Not-in-family, Amer-Indian-Eskimo, Male,0,40,0
45, HS-grad,9, Not-in-family, Black, Male,3325,40,0
21, Some-college,10, Own-child, White, Female,0,40,0
21, Some-college,10, Own-child, White, Female,0,40,0
34, Bachelors,13, Not-in-family, White, Female,0,40,0
32, HS-grad,9, Husband, White, Male,5178,45,1
21, HS-grad,9, Husband, White, Male,0,40,0
63, Masters,14, Husband, White, Male,0,30,0
23, 9th,5, Own-child, Black, Male,0,36,0
28, Bachelors,13, Unmarried, White, Male,0,50,0
29, HS-grad,9, Unmarried, Black, Male,0,45,0
25, Bachelors,13, Own-child, White, Female,0,40,0
44, Masters,14, Not-in-family, White, Female,0,60,0
18, HS-grad,9, Own-child, White, Female,0,8,0
26, HS-grad,9, Own-child, White, Male,0,24,0
47, Assoc-acdm,12, Wife, White, Female,0,35,1
23, HS-grad,9, Not-in-family, White, Male,0,40,0
46, Some-college,10, Husband, White, Male,0,40,0
61, Bachelors,13, Husband, White, Male,5178,50,1
25, HS-grad,9, Other-relative, White, Male,0,40,0
38, HS-grad,9, Husband, Asian-Pac-Islander, Male,0,54,1
60, Bachelors,13, Unmarried, Black, Female,0,15,0
23, Some-college,10, Not-in-family, White, Male,0,20,0
36, HS-grad,9, Not-in-family, White, Female,0,48,0
46, 9th,5, Not-in-family, White, Male,0,25,0
32, Bachelors,13, Husband, White, Male,0,45,1
40, 10th,6, Husband, White, Male,0,40,0
31, HS-grad,9, Own-child, Black, Male,0,40,0
31, Some-college,10, Husband, White, Male,0,65,1
32, Bachelors,13, Not-in-family, White, Male,0,37,0
21, Some-college,10, Own-child, White, Male,0,10,0
63, Some-college,10, Husband, Black, Male,0,40,1
44, Some-college,10, Not-in-family, White, Male,0,45,1
42, Bachelors,13, Husband, White, Male,0,60,0
23, Bachelors,13, Own-child, White, Male,0,35,0
30, Some-college,10, Not-in-family, White, Female,0,45,0
24, HS-grad,9, Unmarried, White, Male,0,40,0
42, Bachelors,13, Husband, White, Male,0,40,1
44, HS-grad,9, Wife, White, Female,0,40,1
27, Bachelors,13, Not-in-family, Black, Male,0,48,0
27, Some-college,10, Unmarried, White, Male,0,40,0
22, HS-grad,9, Not-in-family, White, Female,0,45,0
68, HS-grad,9, Not-in-family, White, Female,0,40,0
55, Some-college,10, Husband, White, Male,0,99,1
22, HS-grad,9, Own-child, White, Male,0,40,0
25, Some-college,10, Wife, White, Female,0,15,0
68, HS-grad,9, Husband, White, Male,0,45,0
62, Some-college,10, Not-in-family, White, Female,0,16,0
26, HS-grad,9, Other-relative, White, Male,0,40,0
34, Masters,14, Husband, White, Male,0,55,1
68, Some-college,10, Not-in-family, White, Male,0,40,0
42, Bachelors,13, Not-in-family, White, Male,0,45,1
45, Bachelors,13, Husband, White, Male,0,55,0
26, 11th,7, Not-in-family, White, Male,0,40,0
25, HS-grad,9, Husband, White, Male,0,45,0
23, Bachelors,13, Own-child, White, Male,0,50,0
29, Some-college,10, Not-in-family, Other, Male,0,40,0
65, 7th-8th,4, Unmarried, White, Female,0,50,0
31, HS-grad,9, Not-in-family, White, Male,0,50,0
26, HS-grad,9, Not-in-family, White, Female,0,40,0
39, Some-college,10, Husband, White, Male,0,50,1
44, HS-grad,9, Husband, White, Male,0,40,1
45, Masters,14, Unmarried, White, Female,1506,45,0
26, Masters,14, Not-in-family, White, Female,0,50,0
26, 10th,6, Husband, White, Male,0,35,0
36, 9th,5, Husband, White, Male,0,50,0
38, 11th,7, Husband, White, Male,0,45,0
39, HS-grad,9, Unmarried, White, Male,0,48,0
52, Prof-school,15, Husband, White, Male,0,40,0
39, 1st-4th,2, Husband, White, Male,0,45,0
41, Some-college,10, Not-in-family, White, Male,0,40,0
42, Masters,14, Husband, White, Male,0,60,1
47, Bachelors,13, Husband, White, Male,0,70,0
28, Assoc-voc,11, Husband, Black, Male,0,46,0
25, Bachelors,13, Own-child, White, Male,0,35,0
35, Bachelors,13, Not-in-family, White, Female,0,40,0
32, HS-grad,9, Unmarried, White, Female,0,40,0
38, Masters,14, Husband, Black, Male,0,40,1
44, Some-college,10, Husband, White, Male,0,18,1
21, Some-college,10, Own-child, White, Female,0,40,0
27, Bachelors,13, Own-child, White, Female,0,40,0
30, Bachelors,13, Not-in-family, White, Male,0,55,1
30, Bachelors,13, Not-in-family, White, Male,0,48,0
45, HS-grad,9, Husband, White, Male,0,45,0
20, HS-grad,9, Own-child, White, Male,0,40,0
57, Masters,14, Not-in-family, White, Male,0,80,0
43, Some-college,10, Not-in-family, White, Male,0,48,0
50, 11th,7, Own-child, Black, Female,0,40,0
28, 7th-8th,4, Other-relative, Asian-Pac-Islander, Female,0,48,0
25, HS-grad,9, Other-relative, White, Female,0,48,1
25, HS-grad,9, Husband, White, Male,0,40,0
90, Bachelors,13, Husband, White, Male,0,45,0
38, Bachelors,13, Unmarried, Black, Male,0,40,0
35, Bachelors,13, Unmarried, White, Female,0,40,0
50, Bachelors,13, Husband, White, Male,0,40,1
26, HS-grad,9, Not-in-family, White, Female,0,40,0
39, Some-college,10, Husband, White, Male,0,45,0
56, 10th,6, Husband, White, Male,0,40,0
24, HS-grad,9, Unmarried, Black, Female,0,40,0
46, HS-grad,9, Wife, White, Female,7688,40,1
18, 11th,7, Other-relative, White, Female,0,25,0
37, Masters,14, Husband, White, Male,0,60,1
57, Masters,14, Not-in-family, White, Female,0,40,0
43, HS-grad,9, Unmarried, Black, Female,0,40,0
29, Bachelors,13, Husband, White, Male,0,25,0
40, Masters,14, Husband, White, Male,0,40,1
44, Bachelors,13, Husband, White, Male,0,40,0
77, HS-grad,9, Husband, White, Male,0,6,0
30, Bachelors,13, Not-in-family, Black, Male,0,40,0
21, HS-grad,9, Husband, White, Male,0,40,0
66, 10th,6, Husband, White, Male,0,40,0
40, 11th,7, Own-child, White, Male,0,35,0
68, HS-grad,9, Husband, White, Male,0,40,0
64, HS-grad,9, Not-in-family, White, Female,0,38,0
26, Bachelors,13, Not-in-family, White, Female,0,50,0
32, Some-college,10, Husband, White, Male,0,40,1
32, HS-grad,9, Own-child, White, Male,0,38,0
51, Masters,14, Husband, White, Male,0,40,1
50, Masters,14, Husband, White, Male,15024,45,1
49, Bachelors,13, Husband, White, Male,0,50,1
28, Bachelors,13, Unmarried, White, Male,0,20,0
29, HS-grad,9, Unmarried, White, Female,0,36,0
21, Some-college,10, Own-child, White, Male,0,30,0
28, HS-grad,9, Unmarried, Black, Female,0,40,0
55, 10th,6, Husband, White, Male,0,40,0
45, HS-grad,9, Husband, Asian-Pac-Islander, Male,0,50,1
35, Some-college,10, Not-in-family, White, Male,0,40,0
31, 11th,7, Not-in-family, Black, Male,0,40,0
26, Masters,14, Not-in-family, White, Male,8614,40,1
30, HS-grad,9, Husband, White, Male,0,55,0
33, HS-grad,9, Husband, White, Male,0,20,0
40, Bachelors,13, Not-in-family, Asian-Pac-Islander, Male,13550,40,1
23, Bachelors,13, Not-in-family, White, Male,0,40,0
35, Some-college,10, Not-in-family, White, Female,0,40,0
48, 11th,7, Husband, White, Male,0,50,1
39, 10th,6, Own-child, Black, Male,0,40,0
53, Prof-school,15, Not-in-family, White, Female,0,50,0
49, HS-grad,9, Husband, White, Male,0,40,1
31, Bachelors,13, Not-in-family, Black, Female,0,40,0
36, HS-grad,9, Husband, White, Male,3103,40,1
60, Some-college,10, Husband, White, Male,7688,50,1
29, HS-grad,9, Not-in-family, White, Male,0,48,0
54, Some-college,10, Husband, White, Male,0,45,1
28, Assoc-acdm,12, Wife, White, Female,0,3,0
34, HS-grad,9, Husband, White, Male,0,50,0
30, Some-college,10, Not-in-family, Black, Female,0,35,0
19, HS-grad,9, Not-in-family, White, Female,0,45,0
26, HS-grad,9, Not-in-family, White, Male,0,40,0
47, Some-college,10, Not-in-family, White, Male,0,70,1
50, HS-grad,9, Unmarried, White, Male,0,38,0
30, Bachelors,13, Unmarried, White, Female,0,45,1
44, Some-college,10, Not-in-family, White, Male,0,50,0
49, HS-grad,9, Husband, White, Male,0,60,1
75, Masters,14, Not-in-family, White, Female,0,50,0
37, Bachelors,13, Husband, White, Male,0,55,1
51, HS-grad,9, Unmarried, White, Male,0,38,0
35, HS-grad,9, Unmarried, White, Male,0,35,0
28, Some-college,10, Other-relative, White, Female,0,40,0
66, HS-grad,9, Husband, White, Male,1409,40,0
72, 9th,5, Wife, Asian-Pac-Islander, Female,0,48,1
39, Bachelors,13, Not-in-family, White, Male,0,50,0
27, HS-grad,9, Own-child, Black, Male,0,30,0
57, Some-college,10, Other-relative, Black, Female,0,40,0
24, 7th-8th,4, Husband, White, Male,2635,38,0
28, HS-grad,9, Own-child, White, Male,0,70,0
23, Some-college,10, Not-in-family, White, Female,0,50,0
31, Bachelors,13, Not-in-family, White, Female,0,40,0
23, Some-college,10, Own-child, White, Female,0,20,0
31, Some-college,10, Not-in-family, White, Female,0,40,0
27, Bachelors,13, Not-in-family, White, Female,0,40,0
30, Bachelors,13, Husband, White, Male,0,45,0
31, Prof-school,15, Not-in-family, White, Female,0,80,0
34, Masters,14, Not-in-family, White, Male,4865,60,0
57, HS-grad,9, Not-in-family, White, Male,0,40,0
39, Masters,14, Husband, White, Male,0,40,1
23, 11th,7, Own-child, White, Male,0,40,0
24, Assoc-acdm,12, Wife, White, Female,0,40,0
36, Doctorate,16, Not-in-family, White, Male,0,40,0
32, Some-college,10, Other-relative, White, Male,0,40,0
35, Assoc-acdm,12, Own-child, White, Female,0,40,0
36, Bachelors,13, Husband, White, Male,0,40,0
23, Bachelors,13, Not-in-family, White, Female,0,50,0
47, Assoc-voc,11, Husband, White, Male,0,40,1
35, HS-grad,9, Not-in-family, White, Male,0,40,0
44, Some-college,10, Husband, White, Male,0,40,0
32, Masters,14, Husband, White, Male,0,50,0
32, Assoc-acdm,12, Wife, White, Female,0,40,1
63, Some-college,10, Wife, White, Female,20051,10,1
34, Assoc-voc,11, Husband, White, Male,0,40,0
47, HS-grad,9, Husband, Black, Male,0,40,0
27, 11th,7, Own-child, Black, Male,0,35,0
23, HS-grad,9, Unmarried, White, Female,0,42,0
19, Some-college,10, Other-relative, Amer-Indian-Eskimo, Female,0,40,0
50, 10th,6, Husband, White, Male,0,38,0
49, Some-college,10, Husband, White, Male,0,40,0
36, Some-college,10, Husband, White, Male,0,40,1
23, Bachelors,13, Unmarried, White, Male,0,40,0
61, 7th-8th,4, Unmarried, Black, Female,0,38,0
41, Some-college,10, Husband, White, Male,0,16,0
27, Bachelors,13, Husband, White, Male,0,60,1
53, Bachelors,13, Not-in-family, White, Male,0,70,0
17, 10th,6, Own-child, White, Male,0,10,0
23, HS-grad,9, Not-in-family, White, Male,0,30,0
53, Some-college,10, Not-in-family, White, Male,0,40,0
28, HS-grad,9, Husband, White, Male,0,42,1
24, Bachelors,13, Own-child, White, Female,0,40,0
22, Some-college,10, Not-in-family, White, Female,0,20,0
53, Bachelors,13, Husband, White, Male,0,50,1
18, 11th,7, Other-relative, Black, Male,0,20,0
24, Some-college,10, Unmarried, White, Male,0,50,0
20, HS-grad,9, Not-in-family, White, Female,0,40,0
30, 7th-8th,4, Husband, White, Male,0,40,0
37, Assoc-voc,11, Not-in-family, White, Male,8614,40,1
34, HS-grad,9, Husband, White, Male,0,40,0
19, HS-grad,9, Own-child, White, Male,0,30,0
20, 12th,8, Own-child, White, Female,0,40,0
47, HS-grad,9, Not-in-family, Asian-Pac-Islander, Female,0,40,0
20, Some-college,10, Own-child, White, Male,0,32,0
22, Bachelors,13, Own-child, White, Female,0,40,0
42, Masters,14, Husband, White, Male,0,40,1
60, Some-college,10, Not-in-family, White, Female,0,40,0
32, HS-grad,9, Unmarried, White, Female,0,40,0
46, HS-grad,9, Husband, White, Male,0,40,1
66, HS-grad,9, Not-in-family, White, Female,0,40,0
37, Bachelors,13, Wife, Asian-Pac-Islander, Female,0,30,1
34, Some-college,10, Own-child, White, Male,0,44,0
45, Bachelors,13, Not-in-family, White, Male,0,46,0
35, 11th,7, Husband, White, Male,0,40,0
63, HS-grad,9, Husband, White, Male,0,40,0
51, Some-college,10, Husband, Black, Male,0,40,1
36, Some-college,10, Husband, White, Male,0,40,1
25, HS-grad,9, Own-child, Black, Male,0,40,0
51, HS-grad,9, Unmarried, White, Female,0,38,0
25, Some-college,10, Own-child, White, Male,0,40,0
19, HS-grad,9, Own-child, White, Male,0,45,0
47, Some-college,10, Husband, White, Male,0,45,0
59, HS-grad,9, Unmarried, Black, Female,0,40,0
34, Bachelors,13, Husband, White, Male,0,40,1
40, Some-college,10, Unmarried, White, Female,0,60,0
42, HS-grad,9, Not-in-family, White, Male,0,45,0
28, HS-grad,9, Wife, White, Female,0,17,0
37, Masters,14, Husband, White, Male,0,60,1
51, Assoc-acdm,12, Husband, White, Male,0,38,1
25, HS-grad,9, Own-child, White, Male,0,36,0
31, HS-grad,9, Wife, White, Female,0,40,1
37, HS-grad,9, Husband, White, Male,0,44,1
42, Assoc-acdm,12, Husband, White, Male,0,45,1
29, Bachelors,13, Not-in-family, White, Male,0,40,0
35, Some-college,10, Not-in-family, White, Male,0,50,0
51, Bachelors,13, Husband, White, Male,0,47,1
22, Some-college,10, Own-child, White, Male,0,36,0
49, Some-college,10, Husband, White, Male,0,40,1
26, Bachelors,13, Not-in-family, Asian-Pac-Islander, Male,0,16,0
56, HS-grad,9, Not-in-family, White, Female,0,46,0
52, Some-college,10, Husband, White, Male,0,45,1
61, Masters,14, Husband, White, Male,0,4,0
47, Bachelors,13, Not-in-family, White, Female,0,40,1
52, Assoc-voc,11, Husband, White, Male,0,40,0
30, HS-grad,9, Unmarried, White, Female,0,40,0
43, Some-college,10, Husband, White, Male,99999,55,1
35, Some-college,10, Husband, Asian-Pac-Islander, Male,0,40,0
17, 12th,8, Own-child, White, Male,0,40,0
42, HS-grad,9, Husband, White, Male,0,40,1
26, Some-college,10, Other-relative, Black, Female,0,35,0
58, HS-grad,9, Husband, White, Male,0,40,0
66, Some-college,10, Husband, White, Male,5556,40,1
30, HS-grad,9, Husband, White, Male,0,60,1
46, Some-college,10, Unmarried, White, Female,0,40,0
45, Some-college,10, Wife, White, Female,0,35,1
57, HS-grad,9, Unmarried, White, Female,0,40,0
25, Bachelors,13, Own-child, White, Male,0,40,0
21, Some-college,10, Own-child, White, Female,0,10,0
37, HS-grad,9, Not-in-family, White, Male,0,55,0
45, Masters,14, Not-in-family, White, Female,0,30,0
61, Doctorate,16, Not-in-family, White, Female,0,5,0
39, HS-grad,9, Own-child, White, Male,0,40,0
42, HS-grad,9, Wife, White, Female,0,53,0
20, HS-grad,9, Own-child, White, Female,0,40,0
23, HS-grad,9, Own-child, Black, Male,0,16,0
25, Bachelors,13, Own-child, White, Male,0,40,0
47, 5th-6th,3, Own-child, White, Female,0,40,0
24, HS-grad,9, Own-child, White, Male,0,45,0
20, Some-college,10, Own-child, Asian-Pac-Islander, Female,0,15,0
35, HS-grad,9, Not-in-family, White, Male,0,70,0
44, HS-grad,9, Wife, Black, Female,0,38,1
47, Some-college,10, Husband, White, Male,0,50,0
28, 11th,7, Unmarried, Asian-Pac-Islander, Female,0,40,0
41, Masters,14, Unmarried, White, Female,0,60,0
31, HS-grad,9, Not-in-family, White, Female,0,40,0
27, Masters,14, Not-in-family, White, Female,0,25,0
47, Assoc-voc,11, Husband, White, Male,5013,40,0
44, HS-grad,9, Not-in-family, Asian-Pac-Islander, Female,0,40,0
61, Some-college,10, Not-in-family, White, Female,0,40,0
42, Some-college,10, Other-relative, White, Female,0,40,0
46, HS-grad,9, Not-in-family, White, Female,0,28,0
46, Bachelors,13, Husband, White, Male,0,50,1
54, Masters,14, Unmarried, White, Female,0,38,0
49, HS-grad,9, Unmarried, White, Male,0,40,0
56, Some-college,10, Unmarried, White, Female,0,40,0
52, Masters,14, Own-child, White, Female,0,40,0
34, HS-grad,9, Husband, White, Male,0,40,0
25, HS-grad,9, Husband, White, Male,0,40,0
18, 11th,7, Own-child, White, Female,0,40,0
58, HS-grad,9, Husband, White, Male,0,40,0
31, Bachelors,13, Not-in-family, White, Male,0,40,0
29, Some-college,10, Husband, White, Male,0,55,0
28, 11th,7, Not-in-family, Black, Male,0,40,0
30, Some-college,10, Not-in-family, White, Male,0,48,0
21, Some-college,10, Own-child, White, Male,0,30,0
44, Masters,14, Husband, White, Male,0,35,1
75, 10th,6, Not-in-family, White, Female,0,70,0
66, 11th,7, Husband, White, Male,0,40,0
26, Some-college,10, Husband, Black, Male,0,40,0
33, Bachelors,13, Husband, White, Male,0,50,1
57, Masters,14, Husband, White, Male,15024,65,1
47, 5th-6th,3, Husband, White, Male,0,55,1
41, HS-grad,9, Husband, White, Male,7298,40,1
21, Some-college,10, Not-in-family, White, Female,0,37,0
17, 11th,7, Own-child, White, Male,0,17,0
61, Bachelors,13, Husband, White, Male,0,55,0
47, HS-grad,9, Wife, White, Female,0,8,1
22, Some-college,10, Own-child, Black, Female,0,15,0
47, HS-grad,9, Husband, White, Male,0,40,0
45, Bachelors,13, Husband, White, Male,0,40,1
32, Assoc-voc,11, Unmarried, White, Male,0,50,0
59, 10th,6, Not-in-family, Black, Female,0,30,0
38, HS-grad,9, Husband, White, Male,0,50,0
33, HS-grad,9, Own-child, White, Female,0,40,0
41, HS-grad,9, Husband, White, Male,0,40,0
51, 9th,5, Husband, White, Male,0,40,0
42, HS-grad,9, Husband, White, Male,0,48,0
27, Bachelors,13, Wife, White, Female,0,40,1
60, Some-college,10, Husband, White, Male,0,45,0
64, HS-grad,9, Not-in-family, White, Female,0,35,0
37, Assoc-acdm,12, Husband, White, Male,0,40,1
54, Bachelors,13, Husband, White, Male,0,45,1
36, Assoc-acdm,12, Wife, White, Female,0,50,1
34, Bachelors,13, Husband, White, Male,0,40,1
41, Masters,14, Unmarried, White, Male,0,5,1
35, 7th-8th,4, Husband, White, Male,0,75,0
63, Masters,14, Husband, White, Male,0,68,1
46, HS-grad,9, Other-relative, White, Male,0,40,0
47, Masters,14, Not-in-family, White, Male,0,40,0
24, Bachelors,13, Not-in-family, White, Male,0,65,0
29, Some-college,10, Not-in-family, White, Male,0,30,0
74, Some-college,10, Not-in-family, White, Female,0,18,0
50, 11th,7, Husband, White, Male,0,70,1
22, Some-college,10, Not-in-family, White, Female,0,40,0
48, 12th,8, Own-child, Black, Female,0,40,0
30, 9th,5, Other-relative, White, Male,0,40,0
32, Bachelors,13, Husband, White, Male,0,40,0
39, HS-grad,9, Husband, White, Male,0,40,0
49, Some-college,10, Husband, White, Male,0,40,1
25, Bachelors,13, Own-child, White, Female,0,40,0
50, Bachelors,13, Wife, White, Female,0,40,1
44, HS-grad,9, Husband, White, Male,0,40,0
65, Assoc-voc,11, Husband, White, Male,6767,60,0
28, Assoc-acdm,12, Husband, White, Male,0,60,0
55, Bachelors,13, Unmarried, White, Female,0,40,0
49, Bachelors,13, Own-child, White, Female,0,50,0
31, HS-grad,9, Unmarried, White, Female,0,12,0
47, HS-grad,9, Wife, Black, Female,0,40,1
45, HS-grad,9, Husband, White, Male,0,40,1
35, HS-grad,9, Not-in-family, Black, Female,0,40,0
34, Bachelors,13, Husband, Asian-Pac-Islander, Male,0,60,0
49, HS-grad,9, Not-in-family, Black, Male,0,40,0
39, Some-college,10, Not-in-family, White, Female,0,35,0
27, HS-grad,9, Not-in-family, White, Female,0,42,0
42, HS-grad,9, Husband, White, Male,0,40,0
60, 5th-6th,3, Husband, White, Male,0,30,1
64, HS-grad,9, Not-in-family, White, Male,1055,40,0
33, Some-college,10, Husband, White, Male,0,48,1
23, Some-college,10, Not-in-family, White, Female,0,40,0
45, Masters,14, Husband, White, Male,0,50,1
34, HS-grad,9, Unmarried, Black, Female,0,40,0
53, HS-grad,9, Not-in-family, White, Female,0,37,0
22, 10th,6, Not-in-family, White, Male,0,30,0
57, HS-grad,9, Not-in-family, White, Female,0,35,0
20, Some-college,10, Own-child, White, Female,0,8,0
23, 7th-8th,4, Own-child, Black, Male,0,40,0
31, 11th,7, Unmarried, White, Male,0,40,0
23, Bachelors,13, Not-in-family, White, Male,0,22,0
30, HS-grad,9, Unmarried, White, Female,0,40,0
32, Bachelors,13, Not-in-family, White, Female,0,50,1
42, Assoc-acdm,12, Wife, Black, Female,0,40,1
51, 7th-8th,4, Husband, White, Male,0,40,0
59, Bachelors,13, Husband, White, Male,15024,40,1
36, Bachelors,13, Own-child, White, Female,0,40,0
45, HS-grad,9, Not-in-family, Black, Male,0,40,0
35, Assoc-voc,11, Husband, White, Male,0,50,1
33, 7th-8th,4, Husband, White, Male,0,40,0
43, Assoc-voc,11, Unmarried, White, Female,0,40,0
60, HS-grad,9, Wife, White, Female,0,40,1
37, Bachelors,13, Husband, White, Male,0,55,1
35, Some-college,10, Unmarried, White, Female,0,40,0
36, Some-college,10, Husband, White, Male,0,52,0
38, Prof-school,15, Husband, White, Male,0,50,1
54, 7th-8th,4, Husband, White, Male,0,40,0
51, Assoc-voc,11, Husband, White, Male,0,40,1
45, Assoc-acdm,12, Husband, White, Male,0,45,1
63, Some-college,10, Unmarried, White, Female,0,40,0
51, Some-college,10, Husband, White, Male,0,40,1
58, Masters,14, Not-in-family, White, Male,0,18,0
64, HS-grad,9, Not-in-family, White, Female,0,40,0
20, Some-college,10, Own-child, White, Male,0,40,0
44, Bachelors,13, Husband, Asian-Pac-Islander, Male,0,40,1
39, Bachelors,13, Unmarried, White, Female,0,48,0
45, Some-college,10, Unmarried, White, Female,0,40,0
44, Doctorate,16, Husband, White, Male,0,55,1
22, Some-college,10, Not-in-family, White, Female,0,40,0
63, HS-grad,9, Husband, White, Male,0,40,1
26, Assoc-voc,11, Not-in-family, Black, Male,0,40,0
42, Bachelors,13, Husband, White, Male,0,45,0
20, HS-grad,9, Own-child, White, Female,0,25,0
29, Masters,14, Husband, White, Male,7298,40,1
38, Bachelors,13, Unmarried, Asian-Pac-Islander, Male,0,40,0
25, HS-grad,9, Own-child, White, Male,0,40,0
27, Bachelors,13, Other-relative, White, Male,0,50,0
46, Assoc-voc,11, Not-in-family, White, Female,0,40,0
31, Some-college,10, Not-in-family, White, Male,0,60,0
24, Assoc-voc,11, Own-child, White, Male,0,35,0
43, Some-college,10, Husband, White, Male,0,50,1
23, 12th,8, Own-child, White, Male,0,21,0
32, HS-grad,9, Unmarried, Black, Female,0,37,0
44, HS-grad,9, Husband, White, Male,0,40,0
40, Bachelors,13, Husband, White, Male,0,40,0
38, HS-grad,9, Unmarried, White, Male,0,40,0
23, Assoc-voc,11, Not-in-family, White, Male,0,40,0
19, Some-college,10, Own-child, White, Female,0,10,0
41, Some-college,10, Husband, White, Male,0,40,0
48, HS-grad,9, Husband, White, Male,0,40,0
23, Some-college,10, Husband, White, Male,0,40,0
47, Assoc-acdm,12, Own-child, White, Female,0,35,0
42, HS-grad,9, Husband, White, Male,0,40,0
17, 10th,6, Other-relative, White, Female,0,10,0
29, Prof-school,15, Not-in-family, White, Female,0,70,0
21, Some-college,10, Not-in-family, White, Female,0,20,0
18, 11th,7, Own-child, White, Male,0,27,0
31, HS-grad,9, Husband, White, Male,0,40,1
27, Bachelors,13, Unmarried, White, Female,0,40,0
29, Doctorate,16, Not-in-family, White, Male,0,40,0
23, Bachelors,13, Not-in-family, White, Female,0,45,0
41, Masters,14, Husband, Asian-Pac-Islander, Male,0,55,1
46, Bachelors,13, Husband, White, Male,0,35,1
34, Some-college,10, Other-relative, Black, Female,0,25,0
42, HS-grad,9, Husband, White, Male,0,24,0
18, HS-grad,9, Own-child, White, Female,0,15,0
46, HS-grad,9, Not-in-family, White, Male,0,37,0
18, 11th,7, Own-child, White, Male,0,15,0
52, Some-college,10, Husband, White, Male,0,40,1
56, HS-grad,9, Unmarried, White, Female,0,40,0
21, Assoc-voc,11, Own-child, White, Male,0,40,0
22, HS-grad,9, Other-relative, White, Male,0,20,0
31, Bachelors,13, Unmarried, White, Female,0,45,0
41, HS-grad,9, Husband, White, Male,0,60,0
25, Some-college,10, Unmarried, White, Female,0,40,0
43, Bachelors,13, Not-in-family, White, Male,0,60,0
45, HS-grad,9, Not-in-family, White, Female,0,40,0
26, Some-college,10, Not-in-family, White, Male,0,60,0
90, Some-college,10, Not-in-family, Asian-Pac-Islander, Male,0,35,0
45, Bachelors,13, Husband, White, Male,0,40,1
30, Bachelors,13, Wife, White, Female,0,40,1
42, Some-college,10, Husband, White, Male,0,40,0
20, Some-college,10, Own-child, White, Male,0,35,0
53, Bachelors,13, Husband, White, Male,7688,40,1
64, HS-grad,9, Not-in-family, White, Female,0,38,0
56, 7th-8th,4, Not-in-family, White, Male,0,20,0
42, Some-college,10, Not-in-family, White, Male,0,40,1
26, Bachelors,13, Wife, White, Female,0,40,1
31, Assoc-acdm,12, Own-child, Amer-Indian-Eskimo, Female,0,40,0
40, Bachelors,13, Wife, White, Female,0,40,0
58, Some-college,10, Not-in-family, White, Male,0,40,0
41, Bachelors,13, Husband, White, Male,0,40,0
58, HS-grad,9, Not-in-family, White, Male,0,47,0
62, Masters,14, Husband, White, Male,0,60,1
65, Bachelors,13, Husband, White, Male,99999,60,1
40, Some-college,10, Not-in-family, White, Male,0,40,0
45, Some-college,10, Husband, White, Male,0,40,1
22, HS-grad,9, Own-child, White, Male,0,55,0
23, Some-college,10, Own-child, Asian-Pac-Islander, Male,0,20,0
63, Masters,14, Husband, White, Male,0,50,1
